features	pron	subj	arity
▯ researches question ▯ _BIAS _RAKU_joaı _2_RAKU_daojoaı _ARITY_2	hó	sA	2
▯ is the study field of logic _BIAS _RAKU_dıu _2_RAKU_juaodıu _ARITY_1	hóq	sI	1
▯ inputs data ▯ in form record ▯ _BIAS _RAKU_kaı _2_RAKU_daokaı _ARITY_3	hó	sA	3
▯ is a computer _BIAS _RAKU_kea _2_RAKU_daokea _ARITY_1	máq	sI	1
▯ is the size of file cache folder ▯ _BIAS _RAKU_ne _2_RAKU_daone _ARITY_2	hóq	sI	2
▯ is a data table or spreadsheet _BIAS _RAKU_nhuo _2_RAKU_daonhuo _ARITY_1	hóq	sI	1
▯ is interested in ▯ ▯ is curious about ▯ _BIAS _RAKU_sı _2_RAKU_daosı _ARITY_2	hó	sI	2
▯ infodumps _BIAS _RAKU_suaq _2_RAKU_daosuaq _ARITY_1	hó	sA	1
▯ is the file format file type of ▯ _BIAS _RAKU_teı _2_RAKU_daoteı _ARITY_2	hóq	sI	2
▯ is statistics _BIAS _RAKU_dıu _2_RAKU_teıdıu _ARITY_1	hóq	sI	1
▯ is a floppy disk drive _BIAS _RAKU_kea _2_RAKU_tıqkea _ARITY_1	máq	sI	1
▯ is a data format _BIAS _RAKU_zu _2_RAKU_daozu _ARITY_1	hóq	sF	1
▯ is data in format ▯ _BIAS _RAKU_bo _2_RAKU_zubo _ARITY_2	hóq	sF	2
▯ is a hand palm foot sole _BIAS _RAKU_pa _2_RAKU_dapa _ARITY_1	máq	sI	1
▯ is time _BIAS _RAKU_daq _ARITY_1	hóq	sI	1
▯ is time _BIAS _RAKU_daq _ARITY_1	hóq	sI	1
▯ is jetlagged has jet lag _BIAS _RAKU_bıa _2_RAKU_daqbıa _ARITY_1	hó	sI	1
▯ is an hourglass _BIAS _RAKU_cheoq _2_RAKU_daqcheoq _ARITY_1	máq	sI	1
▯ is the time address of ▯ _BIAS _RAKU_chıu _2_RAKU_daqchıu _ARITY_2	hóq	sI	2
▯ is the time address of ▯ _BIAS _RAKU_chıu _2_RAKU_daqchıu _ARITY_2	hóq	sI	2
▯ spends time to do ▯ _BIAS _RAKU_choq _2_RAKU_daqchoq _ARITY_2	hó	sA	2
▯ spends time ▯ doing ▯ _BIAS _RAKU_choq _2_RAKU_daqchoq _ARITY_3	hó	sA	3
▯ is the end of ▯ ▯ is the point at which ▯ ceases to be _BIAS _RAKU_fao _2_RAKU_daqfao _ARITY_2	hóq	sI	2
▯ is previous to ▯ in time _BIAS _RAKU_fıa _2_RAKU_daqfıa _ARITY_2	hóq	sE	2
▯ is spacetime _BIAS _RAKU_goa _2_RAKU_daqgoa _ARITY_1	hóq	sI	1
▯ is the spatiotemporal address of ▯ _BIAS _RAKU_chıu _2_RAKU_goachıu _ARITY_2	hóq	sI	2
▯ happens during which ▯ happens _BIAS _RAKU_heq _2_RAKU_daqheq _ARITY_2	hóq	sE	2
▯ is a clock _BIAS _RAKU_kea _2_RAKU_daqkea _ARITY_1	máq	sI	1
▯ is the ▯ th among those satisfying property ▯ sorted by time _BIAS _RAKU_ko _2_RAKU_daqko _ARITY_3	tá	sF	3
▯ among those satisfying property ▯ is the ▯ th _BIAS _RAKU_ko _2_RAKU_daqko _ARITY_3	tá	sF	3
▯ is seldom infrequently rarely the case _BIAS _RAKU_leı _2_RAKU_daqleı _ARITY_1	hóq	sP	1
▯ pertains to the culture of denmark kingdom of denmark _BIAS _RAKU_ka _2_RAKU_maka _ARITY_1 _CAPS	tá	sF	1
▯ is the country denmark kingdom of denmark _BIAS _RAKU_gua _2_RAKU_kagua _ARITY_1 _CAPS	máq	sI	1
▯ is a time period _BIAS _RAKU_me _2_RAKU_daqme _ARITY_1	hóq	sI	1
▯ is eternal forever _BIAS _RAKU_mıq _2_RAKU_daqmıq _ARITY_1	tá	sE	1
▯ is temporary doesn t last forever _BIAS _RAKU_gıq _2_RAKU_mıqgıq _ARITY_1	hóq	sE	1
▯ is a moment _BIAS _RAKU_moa _2_RAKU_daqmoa _ARITY_1	hóq	sI	1
▯ is an amount of time duration _BIAS _RAKU_ne _2_RAKU_daqne _ARITY_1	hóq	sI	1
▯ is within the time span of ▯ _BIAS _RAKU_nıe _2_RAKU_daqnıe _ARITY_2	hóq	sE	2
▯ is the beginning of ▯ ▯ is the point at which ▯ begins to be _BIAS _RAKU_sıao _2_RAKU_daqsıao _ARITY_2	hóq	sI	2
▯ is following to ▯ in time _BIAS _RAKU_sıe _2_RAKU_daqsıe _ARITY_2	hóq	sE	2
▯ has free time ▯ has time to satisfy property ▯ _BIAS _RAKU_sheı _2_RAKU_daqsheı _ARITY_2	hó	sI	2
▯ has free time _BIAS _RAKU_sheı _2_RAKU_daqsheı _ARITY_1	tá	sI	1
▯ is an aspect linguistics sense _BIAS _RAKU_teı _2_RAKU_daqteı _ARITY_1	hóq	sI	1
▯ is short in duration _BIAS _RAKU_tuao _2_RAKU_daqtuao _ARITY_1	tá	sE	1
▯ is a dragon _BIAS _RAKU_goq _2_RAKU_ragoq _ARITY_1	hó	sI	1
▯ arrests ▯ _BIAS _RAKU_rem _2_RAKU_darem _ARITY_2	hó	sA	2
▯ is beautiful _BIAS _RAKU_de _ARITY_1	tá	sF	1
▯ is beautiful for the contextual evaluator jîe _BIAS _RAKU_de _ARITY_1	tá	sF	1
▯ hits punches kicks ▯ _BIAS _RAKU_dea _ARITY_2	hó	sA	2
▯ hits punches kicks ▯ _BIAS _RAKU_dea _ARITY_2	hó	sA	2
▯ is worth deserving of satisfying property ▯ _BIAS _RAKU_deaı _ARITY_2	tá	sF	2
▯ rewards ▯ with ▯ _BIAS _RAKU_do _2_RAKU_deaıdo _ARITY_3	hó	sA	3
▯ is worthy has worth _BIAS _RAKU_gı _2_RAKU_deaıgı _ARITY_1	tá	sF	1
▯ is a floor _BIAS _RAKU_deaq _ARITY_1	máq	sI	1
▯ is a trapdoorway _BIAS _RAKU_kıao _2_RAKU_deaqkıao _ARITY_1	máq	sI	1
▯ is a trapdoor _BIAS _RAKU_toq _2_RAKU_kıaotoq _ARITY_1	máq	sI	1
▯ is a carpet _BIAS _RAKU_kıaq _2_RAKU_deaqkıaq _ARITY_1	máq	sI	1
▯ crawls _BIAS _RAKU_koı _2_RAKU_deaqkoı _ARITY_1	hó	sA	1
▯ happens takes place beautifully in a beautiful way _BIAS _RAKU_cha _2_RAKU_decha _ARITY_1	tá	sE	1
▯ adorns decorates ▯ with property ▯ _BIAS _RAKU_do _2_RAKU_dedo _ARITY_3	hó	sA	3
▯ dances _BIAS _RAKU_duo _2_RAKU_deduo _ARITY_1	hó	sA	1
▯ is a piece of jewelry _BIAS _RAKU_hea _2_RAKU_dehea _ARITY_1	máq	sI	1
▯ is the deccani language _BIAS _RAKU_zu _2_RAKU_kaqzu _ARITY_1 _CAPS	hóq	sI	1
▯ is a measurement device of some kind _BIAS _RAKU_kı _2_RAKU_dekı _ARITY_1	máq	sI	1
▯ rises to the occasion does themselves credit in taking irreproachable action ▯ _BIAS _RAKU_la _2_RAKU_dela _ARITY_2	hó	sA	2
▯ is beautifully sad ▯ is both beautiful to and makes sad experiencer ▯ _BIAS _RAKU_ca _2_RAKU_demca _ARITY_2	tá	sF	2
▯ is beautifully sad ▯ is both beautiful and sadness inducing _BIAS _RAKU_ca _2_RAKU_demca _ARITY_1	tá	sF	1
▯ is a pastry _BIAS _RAKU_nam _2_RAKU_denam _ARITY_1	máq	sI	1
▯ is a pastry chef patissier _BIAS _RAKU_che _2_RAKU_namche _ARITY_1	hó	sI	1
▯ is a child _BIAS _RAKU_deo _ARITY_1	hó	sI	1
▯ is a pediatrician _BIAS _RAKU_che _2_RAKU_goıche _ARITY_1	hó	sI	1
▯ is a parent _BIAS _RAKU_pao _2_RAKU_deopao _ARITY_1	hó	sI	1
▯ tells communicates to ▯ that ▯ is the case _BIAS _RAKU_deoq _ARITY_3	hó	sA	3
▯ performs speech act ▯ property _BIAS _RAKU_deoq _ARITY_2	hó	sA	2
▯ communicates to ▯ that they the former satisfy property ▯ _BIAS _RAKU_deoq _ARITY_3	hó	sA	3
▯ just can t stahp talking _BIAS _RAKU_duoı _2_RAKU_deoqduoı _ARITY_1	hó	sI	1
▯ is a letter _BIAS _RAKU_peq _2_RAKU_deoqpeq _ARITY_1	máq	sI	1
▯ is a content moderator _BIAS _RAKU_che _2_RAKU_juche _ARITY_1	hó	sI	1
▯ pertains to toaq delta _BIAS _RAKU_toaq _2_RAKU_tatoaq _ARITY_1 _CAPS	tá	sF	1
▯ is a common dolphin delphinus genus _BIAS _RAKU_pı _2_RAKU_depı _ARITY_1	hó	sI	1
▯ is a gem _BIAS _RAKU_pıo _2_RAKU_depıo _ARITY_1	máq	sI	1
▯ is able has the ability to satisfy property ▯ _BIAS _RAKU_deq _ARITY_2	tá	sI	2
▯ is able to do ▯ _BIAS _RAKU_deq _ARITY_2	hó	sI	2
▯ is beautiful _BIAS _RAKU_ram _2_RAKU_deram _ARITY_1	tá	sF	1
▯ is obsessed with ▯ _BIAS _RAKU_re _2_RAKU_dere _ARITY_2	hó	sI	2
▯ prettifies applies cosmetic fixes to ▯ _BIAS _RAKU_som _2_RAKU_desom _ARITY_2	hó	sI	2
▯ is a poet _BIAS _RAKU_che _2_RAKU_toache _ARITY_1	hó	sI	1
▯ is allowed to be ▯ ed _BIAS _RAKU_deu _ARITY_2	tá	sF	2
▯ is linguistical jargon not understandable by the average cat or just the average person _BIAS _RAKU_zu _2_RAKU_zazu _ARITY_1	hóq	sF	1
▯ is allowed to satisfy property ▯ _BIAS _RAKU_dı _ARITY_2	tá	sF	2
▯ agent may satisfy ▯ _BIAS _RAKU_dı _ARITY_2	hó	sI	2
▯ may be the case ▯ may be the case if ▯ is the case _BIAS _RAKU_dı _ARITY_2	hóq	sP	2
▯ decreases _BIAS _RAKU_dıa _ARITY_1	hóq	sP	1
▯ is decreasingly the case _BIAS _RAKU_dıa _ARITY_1	hóq	sP	1
▯ are seven in number _BIAS _RAKU_dıaı _ARITY_1	tá	sF	1
▯ is seventh among ▯ _BIAS _RAKU_ko _2_RAKU_dıaıko _ARITY_2	tá	sF	2
▯ evt happening allows ▯ prop to be the case _BIAS _RAKU_dıam _ARITY_2	hóq	sE	2
▯ is a drop of liquid _BIAS _RAKU_dıao _ARITY_1	máq	sI	1
▯ is tipsy slightly drunk _BIAS _RAKU_bıao _2_RAKU_dıaobıao _ARITY_1	hó	sI	1
▯ is an icicle _BIAS _RAKU_kıeı _2_RAKU_dıaokıeı _ARITY_1	máq	sI	1
▯ is a toilet room euphemistic word _BIAS _RAKU_kua _2_RAKU_dıaokua _ARITY_1	máq	sI	1
▯ is dripstone _BIAS _RAKU_pıo _2_RAKU_dıaopıo _ARITY_1	máq	sI	1
▯ condenses turns from gas to liquid _BIAS _RAKU_sho _2_RAKU_dıaosho _ARITY_1	máq	sI	1
▯ occurs at intervals of size ▯ _BIAS _RAKU_dıaq _ARITY_2	hóq	sE	2
▯ occurs at regular intervals _BIAS _RAKU_dıaq _ARITY_1	hóq	sP	1
▯ is an nth thing among ▯ ▯ s position among ▯ is a multiple of n _BIAS _RAKU_ko _2_RAKU_dıaqko _ARITY_2	tá	sF	2
▯ is a journal periodical newspaper _BIAS _RAKU_kue _2_RAKU_dıaqkue _ARITY_1	máq	sI	1
▯ replaces substitutes for ▯ in having property ▯ the former now has the property while the latter no longer has it no agentivity implied _BIAS _RAKU_ba _2_RAKU_dıba _ARITY_3	tá	sS	3
▯ replaces substitutes for ▯ in satisfying some salient property the former now satisfies the property while the latter no longer does no agentivity implied _BIAS _RAKU_ba _2_RAKU_dıba _ARITY_2	tá	sF	2
▯ is disallowed _BIAS _RAKU_bu _2_RAKU_dıbu _ARITY_1	tá	sF	1
▯ suggests ▯ _BIAS _RAKU_dıe _ARITY_2	hó	sA	2
▯ sends ▯ _BIAS _RAKU_dıeq _ARITY_2	hó	sA	2
▯ sends to ▯ ▯ _BIAS _RAKU_dıeq _ARITY_3	hó	sA	3
▯ is a postman _BIAS _RAKU_che _2_RAKU_dıeqche _ARITY_1	hó	sI	1
▯ receives ▯ which was sent to them _BIAS _RAKU_juq _2_RAKU_dıeqjuq _ARITY_2	hó	sI	2
▯ is a piece word of advice _BIAS _RAKU_se _2_RAKU_dıese _ARITY_1	hóq	sI	1
▯ convinces ▯ that ▯ should be the case _BIAS _RAKU_taı _2_RAKU_dıetaı _ARITY_3	hó	sA	3
▯ volunteers for doing ▯ _BIAS _RAKU_taq _2_RAKU_dıetaq _ARITY_2	hó	sA	2
▯ volunteers for doing ▯ _BIAS _RAKU_taq _2_RAKU_dıetaq _ARITY_2	hó	sA	2
▯ is prohibited from satisfying property ▯ _BIAS _RAKU_gıq _2_RAKU_dıgıq _ARITY_2	hó	sI	2
▯ is a dj disk jockey _BIAS _RAKU_che _2_RAKU_jeıche _ARITY_1	hó	sI	1
▯ is a precedent ▯ being the case sets a precedent for when similar situations occur in the future _BIAS _RAKU_dım _ARITY_1	hóq	sP	1
▯ is unprecedented _BIAS _RAKU_cıa _2_RAKU_dımcıa _ARITY_1	hóq	sP	1
▯ authorizes authenticates themselves as being allowed to satisfy property ▯ _BIAS _RAKU_neaı _2_RAKU_dıneaı _ARITY_2	hó	sA	2
▯ is a daytime _BIAS _RAKU_dıo _ARITY_1	hóq	sI	1
▯ is a noon _BIAS _RAKU_chu _2_RAKU_dıochu _ARITY_1	hóq	sE	1
▯ is a noon _BIAS _RAKU_chu _2_RAKU_dıochu _ARITY_1	hóq	sI	1
▯ is a lunch _BIAS _RAKU_haq _2_RAKU_chuhaq _ARITY_1	hóq	sI	1
▯ is an evening _BIAS _RAKU_fao _2_RAKU_dıofao _ARITY_1	hóq	sI	1
▯ is our sun any star regularly bringing light and warmth to the place where the speaker is at the time of utterance the star s the speaker is currently orbiting _BIAS _RAKU_hoe _2_RAKU_dıohoe _ARITY_1	máq	sI	1
▯ is an albatross of the family diomedeidae _BIAS _RAKU_sıu _2_RAKU_dıomsıu _ARITY_1	hó	sI	1
▯ is direct _BIAS _RAKU_dıoq _ARITY_1	tá	sF	1
▯ goes straight to ▯ _BIAS _RAKU_fa _2_RAKU_dıoqfa _ARITY_2	hó	sA	2
▯ is explicit clearly stated _BIAS _RAKU_no _2_RAKU_dıoqno _ARITY_1	hóq	sF	1
▯ is right in front of ▯ _BIAS _RAKU_shaq _2_RAKU_dıoqshaq _ARITY_2	tá	sS	2
▯ is diorite _BIAS _RAKU_pıo _2_RAKU_rıpıo _ARITY_1	máq	sI	1
▯ is a morning _BIAS _RAKU_sıao _2_RAKU_dıosıao _ARITY_1	hóq	sI	1
▯ is a moral agent _BIAS _RAKU_raı _2_RAKU_dıraı _ARITY_1	hó	sI	1
▯ wishes bids ▯ to satisfy property ▯ _BIAS _RAKU_ru _2_RAKU_dıru _ARITY_3	hó	sA	3
▯ is a science _BIAS _RAKU_dıu _ARITY_1	hóq	sI	1
▯ is science _BIAS _RAKU_dıu _ARITY_1	hóq	sI	1
▯ is a researcher scientist _BIAS _RAKU_che _2_RAKU_dıuche _ARITY_1	hó	sI	1
▯ is a scientist _BIAS _RAKU_che _2_RAKU_dıuche _ARITY_1	hó	sI	1
▯ is a scientific article research paper _BIAS _RAKU_se _2_RAKU_kaıse _ARITY_1	máq	sI	1
▯ is a scientific article research paper _BIAS _RAKU_kao _2_RAKU_dıukao _ARITY_1	hóq	sF	1
▯ is a research facility laboratory _BIAS _RAKU_rıaq _2_RAKU_dıurıaq _ARITY_1	máq	sI	1
▯ is research _BIAS _RAKU_se _2_RAKU_dıuse _ARITY_1	hóq	sI	1
▯ is a numeric technical science like mathematics physics chemistry astronomy biology _BIAS _RAKU_zıu _2_RAKU_dıuzıu _ARITY_1	hóq	sI	1
▯ gives ▯ to someone something _BIAS _RAKU_do _ARITY_2	hó	sA	2
▯ gives ▯ possession of ▯ _BIAS _RAKU_do _ARITY_3	hó	sA	3
▯ is the array index db key memory address etc for ▯ _BIAS _RAKU_chıu _2_RAKU_doachıu _ARITY_2	hóq	sF	2
▯ is a bowl _BIAS _RAKU_doao _ARITY_1	máq	sI	1
▯ is a settlement town village city _BIAS _RAKU_doaq _ARITY_1	máq	sI	1
▯ is a utility bicycle city bike _BIAS _RAKU_sıoq _2_RAKU_gusıoq _ARITY_1	máq	sI	1
▯ is a district _BIAS _RAKU_paq _2_RAKU_doaqpaq _ARITY_1	máq	sI	1
▯ swindles ▯ out of possession ▯ _BIAS _RAKU_du _2_RAKU_chedu _ARITY_3	hó	sI	3
▯ is a swindler _BIAS _RAKU_che _2_RAKU_duche _ARITY_1	hó	sI	1
▯ functions performs property ▯ _BIAS _RAKU_doe _ARITY_2	tá	sI	2
▯ is an engine _BIAS _RAKU_kea _2_RAKU_cakea _ARITY_1	máq	sI	1
▯ is an administrator etc _BIAS _RAKU_che _2_RAKU_caqche _ARITY_1	hó	sI	1
▯ is physiology _BIAS _RAKU_dıu _2_RAKU_doedıu _ARITY_1	hóq	sI	1
▯ repairs ▯ _BIAS _RAKU_goı _2_RAKU_doegoı _ARITY_2	hó	sA	2
▯ is a programmer _BIAS _RAKU_che _2_RAKU_kaıche _ARITY_1	hó	sI	1
▯ is a programming language _BIAS _RAKU_zu _2_RAKU_kaızu _ARITY_1	hóq	sI	1
▯ is a programming language _BIAS _RAKU_zu _2_RAKU_kaozu _ARITY_1	hóq	sI	1
▯ is a system _BIAS _RAKU_doem _ARITY_1	hóq	sI	1
▯ does ▯ on purpose ▯ does ▯ to accomplish ▯ _BIAS _RAKU_tao _2_RAKU_doetao _ARITY_3	hó	sA	3
▯ is a programming language _BIAS _RAKU_zu _2_RAKU_doezu _ARITY_1	hóq	sI	1
▯ turns off switches off disables ▯ _BIAS _RAKU_zua _2_RAKU_doezua _ARITY_2	hó	sA	2
▯ respects venerates esteems ▯ _BIAS _RAKU_doı _ARITY_2	hó	sI	2
▯ is german of germany its languages or people _BIAS _RAKU_che _2_RAKU_doıche _ARITY_1 _CAPS	tá	sF	1
▯ is german _BIAS _RAKU_che _2_RAKU_doıche _ARITY_1 _CAPS	tá	sF	1
▯ pertains to the culture of germany federal republic of germany _BIAS _RAKU_che _2_RAKU_doıche _ARITY_1 _CAPS	tá	sF	1
▯ is germany _BIAS _RAKU_gua _2_RAKU_chegua _ARITY_1 _CAPS	máq	sI	1
▯ is the country germany federal republic of germany _BIAS _RAKU_gua _2_RAKU_chegua _ARITY_1 _CAPS	máq	sI	1
▯ is the german language _BIAS _RAKU_zu _2_RAKU_chezu _ARITY_1 _CAPS	hóq	sI	1
▯ worships serves ▯ _BIAS _RAKU_lueq _2_RAKU_doılueq _ARITY_2	hó	sI	2
▯ hits impacts ▯ _BIAS _RAKU_ka _2_RAKU_doka _ARITY_2	tá	sI	2
▯ is generous altruistic personality trait _BIAS _RAKU_lam _2_RAKU_dolam _ARITY_1	hó	sI	1
▯ is a drum _BIAS _RAKU_lom _2_RAKU_dolom _ARITY_1	máq	sI	1
▯ is inactive asleep off disengaged _BIAS _RAKU_dom _ARITY_1	tá	sI	1
▯ is busy occupied with satisfying ▯ and so isn t free to do some other things _BIAS _RAKU_dom _ARITY_2	hó	sI	2
▯ is an event of something being given to recipient ▯ _BIAS _RAKU_na _2_RAKU_dona _ARITY_2	hóq	sE	2
▯ is a donut doughnut _BIAS _RAKU_ta _2_RAKU_nata _ARITY_1	máq	sI	1
▯ is a tone mark diacritic _BIAS _RAKU_laı _2_RAKU_nelaı _ARITY_1	máq	sI	1
▯ is short _BIAS _RAKU_doq _ARITY_1	tá	sS	1
▯ is a member of the infraorder brachyura the true crabs _BIAS _RAKU_huoı _2_RAKU_doqhuoı _ARITY_1	hó	sI	1
▯ is a dungeon _BIAS _RAKU_joq _2_RAKU_doqjoq _ARITY_1	máq	sI	1
▯ is a dungeon master _BIAS _RAKU_che _2_RAKU_caqche _ARITY_1	hó	sI	1
▯ is steak meat with short fibers cut against the grain _BIAS _RAKU_nueq _2_RAKU_doqnueq _ARITY_1	máq	sI	1
▯ is a present gift _BIAS _RAKU_te _2_RAKU_dote _ARITY_1	tá	sI	1
▯ seems to be the case _BIAS _RAKU_du _ARITY_1	hóq	sP	1
▯ is an imitation of property ▯ _BIAS _RAKU_'aı _2_RAKU_du'aı _ARITY_2	tá	sF	2
▯ knows ▯ to be the case to be true _BIAS _RAKU_dua _ARITY_2	hó	sI	2
▯ learns that ▯ is the case _BIAS _RAKU_chıe _2_RAKU_duachıe _ARITY_2	hó	sA	2
▯ is epistemology _BIAS _RAKU_dıu _2_RAKU_duadıu _ARITY_1	hóq	sI	1
▯ adds ▯ to toadua _BIAS _RAKU_do _2_RAKU_duado _ARITY_2	hó	sA	2
▯ is obvious _BIAS _RAKU_fuı _2_RAKU_duafuı _ARITY_1	hóq	sP	1
▯ is obvious _BIAS _RAKU_fuı _2_RAKU_duafuı _ARITY_1	hóq	sP	1
▯ is wise _BIAS _RAKU_gı _2_RAKU_duagı _ARITY_1	hó	sI	1
▯ investigates examines researches about looks into ▯ _BIAS _RAKU_guıq _2_RAKU_duaguıq _ARITY_2	hó	sA	2
▯ is foolish _BIAS _RAKU_huı _2_RAKU_duahuı _ARITY_1	hó	sI	1
▯ must satisfy property ▯ _BIAS _RAKU_duaı _ARITY_2	tá	sF	2
▯ must be the case ▯ must be the case if ▯ is the case _BIAS _RAKU_duaı _ARITY_2	hóq	sP	2
▯ agent is obligated to satisfy ▯ _BIAS _RAKU_duaı _ARITY_2	hó	sI	2
▯ is a tautology universal fact invariant _BIAS _RAKU_dao _2_RAKU_duaıdao _ARITY_1	hóq	sP	1
▯ is conscripted into the armed forces ▯ undergoes compulsory military service _BIAS _RAKU_che _2_RAKU_soıche _ARITY_1	hó	sI	1
▯ is mysterious _BIAS _RAKU_jua _2_RAKU_duajua _ARITY_1	tá	sF	1
▯ wonders is curious to know ▯ _BIAS _RAKU_kuaı _2_RAKU_duakuaı _ARITY_2	hó	sI	2
▯ is a philosopher s stone _BIAS _RAKU_pıo _2_RAKU_duampıo _ARITY_1	máq	sI	1
▯ is sweet sugary _BIAS _RAKU_duao _ARITY_1	tá	sI	1
▯ is a cookie _BIAS _RAKU_boe _2_RAKU_duaoboe _ARITY_1	máq	sI	1
▯ is a pie _BIAS _RAKU_cea _2_RAKU_duaocea _ARITY_1	máq	sI	1
▯ is sweet tea _BIAS _RAKU_chaı _2_RAKU_duaochaı _ARITY_1	máq	sI	1
▯ is a dessert pie or tart _BIAS _RAKU_doao _2_RAKU_duaodoao _ARITY_1	máq	sI	1
▯ is a piece of candy _BIAS _RAKU_hea _2_RAKU_duaohea _ARITY_1	máq	sI	1
▯ is cotton candy _BIAS _RAKU_puao _2_RAKU_duaopuao _ARITY_1	máq	sI	1
▯ is a larva distinct juvenile form undergone before metamorphosis into adult form _BIAS _RAKU_duaq _ARITY_1	hó	sI	1
▯ intuits ▯ _BIAS _RAKU_roa _2_RAKU_duaroa _ARITY_2	hó	sI	2
▯ and ▯ have a dispute over ▯ indirect question _BIAS _RAKU_soı _2_RAKU_duasoı _ARITY_3	hó	sA	3
▯ has a dispute over whether ▯ is the case _BIAS _RAKU_soı _2_RAKU_duasoı _ARITY_2	hó	sA	2
▯ is important relevant remarkable it is important to know ▯ _BIAS _RAKU_suao _2_RAKU_duasuao _ARITY_1	hóq	sP	1
▯ asks ▯ fact ▯ _BIAS _RAKU_sue _2_RAKU_duasue _ARITY_3	hó	sA	3
▯ is a you know what _BIAS _RAKU_suq _2_RAKU_duasuq _ARITY_1	tá	sF	1
▯ wonders about ▯ _BIAS _RAKU_shao _2_RAKU_duashao _ARITY_2	hó	sI	2
▯ discovers finds out ▯ _BIAS _RAKU_sho _2_RAKU_duasho _ARITY_2	hó	sI	2
▯ is a detective investigator _BIAS _RAKU_che _2_RAKU_shoche _ARITY_1	hó	sI	1
▯ takes place in a way that suggests that ▯ is true _BIAS _RAKU_cha _2_RAKU_ducha _ARITY_2	hóq	sE	2
▯ is the letter d _BIAS _RAKU_deo _2_RAKU_dudeo _ARITY_1	hóq	sI	1
▯ is correct _BIAS _RAKU_due _ARITY_1	tá	sF	1
▯ is a hint of ▯ being the case _BIAS _RAKU_hea _2_RAKU_duehea _ARITY_2	hóq	sP	2
predicate hint ▯ is a hint about the indirect question ▯ in other words ▯ guides to the correct answer of ▯ _BIAS _RAKU_hea _2_RAKU_duehea _ARITY_2	hóq	sP	2
▯ is a field _BIAS _RAKU_dueq _ARITY_1	máq	sI	1
▯ is a disguise _BIAS _RAKU_fuq _2_RAKU_dufuq _ARITY_1	máq	sI	1
▯ is a plug stopper _BIAS _RAKU_go _2_RAKU_dugo _ARITY_1	máq	sI	1
▯ is too much the case _BIAS _RAKU_duı _ARITY_1	hóq	sP	1
▯ satisfies property ▯ too much _BIAS _RAKU_duı _ARITY_2	tá	sF	2
▯ is overstimulating overwhelming overbearing _BIAS _RAKU_ge _2_RAKU_duıge _ARITY_1	tá	sF	1
▯ is a spam bot ▯ is a program or account dedicated to posting spam _BIAS _RAKU_kea _2_RAKU_juokea _ARITY_2	hóq	sI	2
▯ has an panic attack _BIAS _RAKU_duım _ARITY_1	hó	sI	1
▯ is a vtuber _BIAS _RAKU_che _2_RAKU_jıqche _ARITY_1	hó	sI	1
▯ seems to be the case but is not in fact the case _BIAS _RAKU_bu _2_RAKU_keobu _ARITY_1	hóq	sP	1
▯ is minimal free of namako _BIAS _RAKU_dum _ARITY_1	tá	sF	1
▯ is stuck satisfying property ▯ ▯ struggles to break free of property ▯ _BIAS _RAKU_na _2_RAKU_duna _ARITY_2	hó	sI	2
▯ lasts for time has duration ▯ _BIAS _RAKU_duo _ARITY_2	hóq	sE	2
▯ lasts for time ▯ _BIAS _RAKU_duo _ARITY_2	hóq	sE	2
▯ is arkose _BIAS _RAKU_pıo _2_RAKU_nıpıo _ARITY_1	máq	sI	1
▯ gestures changes posture shape or orientation _BIAS _RAKU_bo _2_RAKU_duobo _ARITY_1	hó	sA	1
▯ is a robot broad sense including robot arms and such _BIAS _RAKU_kea _2_RAKU_duokea _ARITY_1	máq	sI	1
▯ is hard firm immalleable _BIAS _RAKU_duoq _ARITY_1	tá	sI	1
▯ is a vibrator _BIAS _RAKU_kea _2_RAKU_taqkea _ARITY_1	máq	sI	1
▯ habitually satisfies property ▯ _BIAS _RAKU_duq _ARITY_2	tá	sI	2
▯ is usual habitual _BIAS _RAKU_cem _2_RAKU_duqcem _ARITY_1	hóq	sI	1
▯ satisfies property ▯ constantly incessantly over and over again _BIAS _RAKU_mıq _2_RAKU_duqmıq _ARITY_2	tá	sF	2
▯ is a larva distinct juvenile form undergone before metamorphosis into adult form _BIAS _RAKU_ru _2_RAKU_duru _ARITY_1	hó	sI	1
▯ complains that ▯ is the case _BIAS _RAKU_te _2_RAKU_dute _ARITY_2	hó	sA	2
▯ is unconvincing _BIAS _RAKU_ge _2_RAKU_zoaıge _ARITY_1	tá	sF	1
▯ does something which is otherwise fairly insignificant or harmless to ▯ yet due to a particular past experience the affected unexpectedly reacts intensely positively _BIAS _RAKU_hu _2_RAKU_eahu _ARITY_2	hó	sI	2
▯ is generative ai _BIAS _RAKU_eaı _ARITY_1	hóq	sI	1
▯ vibe satisfies property ▯ ▯ gets an ai to satisfy property ▯ for them _BIAS _RAKU_'ıq _2_RAKU_eaı'ıq _ARITY_2	hó	sA	2
▯ is dew _BIAS _RAKU_buq _2_RAKU_ebuq _ARITY_1	máq	sI	1
made happen ▯ is caused made happen by ▯ identical to bo tua _BIAS _RAKU_cı _2_RAKU_ecı _ARITY_2	hóq	sE	2
▯ is a key _BIAS _RAKU_chı _2_RAKU_echı _ARITY_1	máq	sI	1
▯ is a ticket for admission to place event ▯ _BIAS _RAKU_peq _2_RAKU_chıpeq _ARITY_2	máq	sI	2
